S,C,T
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,-1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,-1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,-1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
null_rev,1,1
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,0
null_rev,1,1
null_rev,1,0
null_rev,1,1
